,bathrooms,has3DModel,propertyType,lotAreaValue,unit,priceChange,zestimate,daysOnZillow,datePriceChanged,price,bedrooms,longitude,hasVideo,latitude,zpid,rentZestimate,lotAreaUnit,livingArea,Street Address,City,State/ZIP
0,2,0,CONDO,,B,,202400.0,21,,199000,3.0,-73.88161,False,40.84174,443921727,,,985,972 E 178th St #B,Bronx,NY 10460
2,3,0,CONDO,,17IH,,,221,,475000,3.0,-73.9776,False,40.764317,72519078,15000,,1800,100 W 57th St #17IH,New York,NY 10019
4,2,0,CONDO,,Apt 18G,,366200.0,10,,369000,2.0,-73.9776,False,40.764317,72519065,7589,,1200,100 W 57th St APT 18G,Manhattan,NY 10019
5,2,0,CONDO,,Apt 14D,,548600.0,18,,550000,2.0,-73.96417,False,40.763935,443678350,,,1335,205 E 63rd St APT 14D,New York,NY 10065
6,10,0,CONDO,,127/128,,28783300.0,291,,150000000,8.0,-73.981,False,40.7662,2068952873,8718,,11535,217 W 57th St #127/128,New York,NY 10019
7,3,0,CONDO,,Apt 21A,-150000.0,,243,1737705600000.0,599000,3.0,-73.96141,False,40.77669,244808481,18499,,0,40 E 80th St APT 21A,New York,NY 10075
8,2,0,CONDO,,Apt 1E,,,25,,250000,3.0,-73.9573,False,40.76804,443837515,,,1046,340 E 72nd St APT 1E,New York,NY 10021
10,6,0,MULTI_FAMILY,,6,,,124,,450000,8.0,-73.920654,False,40.706676,440959976,,,4800,58 Saint Nicholas Ave #6,Brooklyn,NY 11237
12,2,0,CONDO,,Apt 7B,,250800.0,25,,250000,3.0,-73.91482,False,40.834377,443844417,,,993,1259 Grant Ave APT 7B,Bronx,NY 10456
13,1,0,CONDO,,9,-20000.0,274700.0,139,1731571200000.0,275000,3.0,-73.90534,False,40.848816,2054481177,3749,,1100,212 E Tremont Ave #9,Bronx,NY 10457
14,1,0,CONDO,,B,10000.0,,191,1737100800000.0,375000,3.0,-73.75381,False,40.744434,2056729497,2922,,,68-09 Springfield Boulevard #B,Bayside,NY 11364
15,1,0,CONDO,,Apt 1H,,172300.0,11,,175546,2.0,-73.91769,False,40.879784,119916499,2734,,1000,80 Knolls Cres APT 1H,Bronx,NY 10463
18,1,0,CONDO,,Apt 6A,,,136,,280000,2.0,-73.92751,False,40.62981,245020022,,,900,1270 E 51 Street #6A,Brooklyn,NY 11234
21,1,0,CONDO,,Apt 18,,213500.0,18,,198000,2.0,-73.93875,False,40.806385,444452226,,,0,78 E 127th St APT 18,New York,NY 10035
22,3,0,CONDO,,Unit 4JK,-31000.0,,327,1718780400000.0,329000,3.0,-73.9776,False,40.764317,306707664,8661,,2200,100 W 57th St UNIT 4JK,Manhattan,NY 10019
24,1,0,CONDO,,Apt 34,,267100.0,124,,275000,3.0,-73.94053,False,40.821606,88061828,3285,,0,219 W 144th St APT 34,New York,NY 10030
25,2,0,CONDO,,Apt 5D,,505200.0,16,,500000,2.0,-73.96516,False,40.754032,72526128,7030,,1250,420 E 51st St APT 5D,New York,NY 10022
27,9,0,CONDO,,PENTHOUSE,,18413000.0,257,,105000000,6.0,-73.971794,False,40.7615,2069500049,53568,,8255,432 Park Ave #PENTHOUSE,New York,NY 10022
29,1,0,CONDO,,Apt 4A,,361300.0,19,,339000,2.0,-73.97452,False,40.789425,97502574,4435,,626,211 W 88th St APT 4A,New York,NY 10024
30,1,0,CONDO,,Apt 3R,,343600.0,158,,325000,1.0,-73.99334,False,40.693066,216112015,3957,,0,153 Joralemon St APT 3R,Brooklyn,NY 11201
31,1,0,CONDO,,D5,,184700.0,81,,189000,1.0,-73.84715,False,40.72772,2062999704,2367,,,67-38 108 Street #D5,Forest Hills,NY 11375
32,1,0,CONDO,,Apt 8J,-119000.0,,105,1736928000000.0,180000,1.0,-73.84501,False,40.72131,245437584,5770,,,107-40 Queens Boulevard #8J,Forest Hills,NY 11375
35,1,0,CONDO,,Apt 4W,,398000.0,10,,399000,1.0,-73.991,False,40.765,446074425,,,625,464 W 51st St APT 4W,New York,NY 10019
36,4,0,CONDO,,Penthouse 76,,17743300.0,703,,63815000,4.0,-73.978165,False,40.761833,440330724,,,7973,53 W 53rd St #PENTHOUSE 76,New York,NY 10019
38,5,0,CONDO,,Penthouse 76,,45248600.0,202,,49000000,4.0,-73.97757,False,40.764954,442155685,,,6512,111 W 57th St #PENTHOUSE 76,New York,NY 10019
39,2,0,CONDO,,Apt 6A,,293500.0,18,,299000,2.0,-73.82382,False,40.7051,126229394,3029,,1012,84-70 129th St APT 6A,Kew Gardens,NY 11415
40,1,0,CONDO,,Apt 11,,653700.0,90,,629000,2.0,-73.960335,False,40.720665,2130785073,4024,,0,65 N 8th St APT 11,Brooklyn,NY 11211
45,3,0,CONDO,,14,,,16,,275000,2.0,-73.91601,False,40.62746,30780205,2825,,853,1121 E 72nd St #14,Brooklyn,NY 11234
46,1,0,SINGLE_FAMILY,,Apt 4S,,539500.0,123,,515000,2.0,-73.94988,False,40.786835,441149607,,,0,1513 Lexington Ave APT 4S,New York,NY 10029
49,2,0,CONDO,,Apt 35B,-46000.0,655200.0,143,1730707200000.0,649000,2.0,-73.9612,False,40.7698,440263326,,,0,190 E 72nd St APT 35B,New York,NY 10021
50,1,0,CONDO,,Apt C7,,,17,,949000,2.0,-73.97022,False,40.6758,245021993,6538,,1200,20 Plaza St E APT C7,Brooklyn,NY 11238
52,2,0,CONDO,,L1,-5000.0,,107,1732176000000.0,344000,2.0,-73.78402,False,40.78067,2071217578,,,1250,18-35 Corporal Kennedy #L1,Bayside,NY 11360
55,2,0,CONDO,,Apt 2,,864100.0,23,,850000,2.0,-73.98241,False,40.665367,124156785,5463,,0,498 11th St APT 2,Brooklyn,NY 11215
56,2,0,CONDO,,Apt 34E,,,41,,595000,2.0,-73.97012,False,40.761642,244701648,6791,,0,465 Park Ave APT 34E,New York,NY 10022
59,1,0,CONDO,,1L,-6000.0,315700.0,30,1735891200000.0,319000,2.0,-73.84125,False,40.72143,2060420313,3033,,1150,71-36 110th St #1L,Forest Hills,NY 11375
60,1,0,CONDO,,57,,411800.0,123,,399000,1.0,-74.01459,False,40.712856,441888985,,,950,100 west W 57 St Street #2 H,New York (Manhattan),NY 10019
61,1,0,CONDO,,Apt 2W,,452300.0,179,,470000,1.0,-73.99016,False,40.76799,418274070,,,0,504 W 55th St APT 2W,New York,NY 10019
62,2,0,SINGLE_FAMILY,1306.8,83,,563800.0,12,,568000,3.0,-74.15509,False,40.61956,32306147,3171,sqft,1181,11 Jules Dr #83,Staten Island,NY 10314
65,3,0,CONDO,,A3A,,2437600.0,133,,2485000,3.0,-73.99848,False,40.68876,442154286,,,3044,401 Hicks St #A3A,Brooklyn,NY 11201
66,2,0,CONDO,,B1,,917600.0,25,,899000,2.0,-73.98873,False,40.6647,443840052,,,1145,231 16th St #B1,Brooklyn,NY 11215
67,6,0,CONDO,,126,,59723700.0,207,,65000000,5.0,-73.981,False,40.7662,338593841,124059,,7074,217 W 57th St #126,New York,NY 10019
68,1,0,CONDO,,Apt 5A,1000.0,,442,1736841600000.0,125000,2.0,-73.92663,False,40.86167,2054303228,2271,,604,21 Arden St APT 5A,New York,NY 10040
71,2,0,CONDO,,Unit 9,-90000.0,904800.0,226,1733817600000.0,889000,3.0,-73.95562,False,40.799828,442155609,,,0,1947-C Adam C Powell Blvd UNIT 9,New York,NY 10026
78,1,0,CONDO,,Apt 6A,,,2,,199000,2.0,-73.90629,False,40.886738,244474078,,,850,3636 Fieldston Road #6A,Bronx,NY 10463
79,1,0,CONDO,,Apt 219,-24000.0,,24,1736323200000.0,275000,2.0,-73.819374,False,40.713318,2061193854,,,950,139-15 83 Avenue #219,Briarwood,NY 11435
82,1,0,CONDO,,Apt 3H,-35000.0,,11,1737446400000.0,135000,1.0,-73.880165,False,40.749363,245448539,,,750,37-27 86th Street #3H,Jackson Heights,NY 11372
84,7,0,CONDO,,Penthouse 80,,,111,,65000000,5.0,-73.96127,False,40.758244,441781042,,,9191,430 E 58th St #PENTHOUSE 80,New York,NY 10022
85,1,0,CONDO,,Apt 3E,-25000.0,422600.0,117,1734076800000.0,425000,3.0,-73.969475,False,40.622383,216129593,2799,,1100,1075 Ocean Pkwy APT 3E,Brooklyn,NY 11230
88,2,0,CONDO,,4,201000.0,1208100.0,93,1737100800000.0,1200000,5.0,-73.97103,False,40.787136,442302957,,,1541,59 W 87th St #4,New York,NY 10024
89,1,0,CONDO,,Apt 3G,,,18,,450000,2.0,-73.97912,False,40.739063,244887142,4246,,0,311 E 25th St APT 3G,New York,NY 10010
90,1,0,CONDO,,Apt 4-C,,,16,,379000,1.0,-73.952194,False,40.780018,244869051,3578,,0,209 E 88th St APT 4-C,New York,NY 10128
91,5,0,CONDO,,Unit Penthouse 81,,42692700.0,327,,45000000,4.0,-74.00903,False,40.712776,442754951,,,5443,30 Park Pl UNIT PENTHOUSE 81,New York,NY 10007
93,1,0,CONDO,,Apt 3R,,897100.0,6,,850000,2.0,-73.98147,False,40.675396,79488685,3752,,0,246 5th Ave APT 3R,Brooklyn,NY 11215
94,1,0,CONDO,,15-9,-10000.0,,298,1727506800000.0,289000,2.0,-73.74555,False,40.730976,93392380,2322,,,87-01 Springfield Boulevard #15-9,Queens Village,NY 11427
95,1,0,CONDO,,Apt 3C,,606300.0,19,,595000,1.0,-73.96845,False,40.675243,114443141,3580,,0,21 Butler Pl APT 3C,Brooklyn,NY 11238
101,2,0,CONDO,,2,,834400.0,22,,795000,2.0,-73.97561,False,40.652138,30671328,4075,,942,1273 Prospect Ave #2,Brooklyn,NY 11218
102,2,0,CONDO,,9,,,101,,189900,3.0,-73.80624,False,40.822052,2063503685,,,1000,9 Alden Park #9,Bronx,NY 10465
105,3,0,TOWNHOUSE,,25,,661600.0,123,,658888,3.0,-73.77637,False,40.783825,443091453,,,1270,1819 215th Street #25,Bayside,NY 11360
106,1,0,CONDO,,Apt 5C,-51000.0,,2,1738224000000.0,279000,1.0,-73.84518,False,40.719555,124765397,,,0,25 Burns Street #5C,Forest Hills,NY 11375
108,1,0,CONDO,,Apt 7,60000.0,,162,1737100800000.0,479000,2.0,-73.94909,False,40.71817,111025856,4314,,0,76 Richardson St APT 7,Brooklyn,NY 11211
113,1,0,CONDO,,Apt 2C,16000.0,,110,1736928000000.0,215000,3.0,-73.93528,False,40.597134,442033454,,,1100,2285 Bragg St APT 2C,Brooklyn,NY 11229
114,2,0,CONDO,,Apt 1B,,,5,,1725000,3.0,-73.97463,False,40.67194,245022307,8277,,0,140 8th Ave APT 1B,Brooklyn,NY 11215
117,1,0,CONDO,,Apt 6NN,-10000.0,,98,1732608000000.0,265000,2.0,-73.85808,False,40.738335,245464605,3175,,,5803 Calloway Street #6NN,Corona,NY 11368
120,3,0,CONDO,,3C,-100000.0,1179700.0,150,1731484800000.0,1150000,2.0,-73.97689,False,40.789356,2063269029,7813,,1406,269 87th St #3C,New York,NY 10024
121,1,0,CONDO,,Apt 2J,,,62,,249000,3.0,-73.86636,False,40.855797,244473162,2926,,1300,2186 Cruger Ave APT 2J,Bronx,NY 10462
124,2,0,CONDO,,5K,,416600.0,35,,418888,3.0,-73.82641,False,40.76648,443655014,,,1200,140-30 34th Ave #5K,Flushing,NY 11354
125,1,0,CONDO,,Apt 5B,-39000.0,,351,1713423600000.0,350000,2.0,-73.90814,False,40.776028,245387350,3013,,,21-16 35 Street #5B,Astoria,NY 11105
126,2,0,CONDO,,Apt 3D,25000.0,281500.0,88,1732867200000.0,280000,3.0,-73.7826,False,40.780563,219869218,3168,,,18-50 211 Street #3D,Bayside,NY 11360
128,1,0,CONDO,,2L,-100000.0,596700.0,124,1738051200000.0,599000,1.0,-73.92912,False,40.714108,440983681,,,937,1196 Metropolitan Ave #2L,Brooklyn,NY 11237
131,1,0,SINGLE_FAMILY,,57A,,,8,,360000,2.0,-73.723625,False,40.751,300372383,,,900,251-47 71st Road #57A,Bellerose,NY 11426
133,1,0,CONDO,,4B,-31000.0,406900.0,173,1736150400000.0,398888,3.0,-73.796616,False,40.79318,2067775397,2946,,0,166-31 9th Ave #4B,Whitestone,NY 11357
135,1,0,CONDO,,Apt 1B,,,85,,189000,4.0,-73.89067,False,40.82655,442455957,,,1075,1116 Hoe Avenue #1B,Bronx,NY 10459
136,1,0,CONDO,,Apt 3B,,447700.0,81,,439000,1.0,-73.98509,False,40.722824,72511600,3224,,0,162 E 2nd St APT 3B,New York,NY 10009
138,6,0,CONDO,,121,,,30,,59000000,5.0,-73.98113,False,40.766163,338594609,4335,,7074,217 W 57th St #121,New York,NY 10019
142,1,0,CONDO,,Apt 4C,,,111,,217000,2.0,-73.74949,False,40.595795,323055859,2535,,900,14-30 Seagirt Blvd #4C,Far Rockaway,NY 11691
150,6,0,CONDO,,30/31,5000000.0,,223,1724742000000.0,70000000,3.0,-73.9761,False,40.7653,55502051,262968,,10875,50 Central Park S #30/31,New York,NY 10019
152,1,0,CONDO,,Floor 2,,,52,,389000,2.0,-73.70101,False,40.744312,443264663,,,850,81-23 Langdale Street 2nd Fl,New Hyde Park,NY 11040
153,3,0,CONDO,,5AB,,2191300.0,10,,2180000,3.0,-73.96023,False,40.78081,72530622,6901,,0,3 E 85th St #5AB,New York,NY 10028
158,3,0,MULTI_FAMILY,3920.4,NEW_CONSTRUCTION_TYPE_OTHER,,,3,,1329000,3.0,-74.166306,False,40.55223,446700735,,sqft,2215,296 Eltingville Blvd,Staten Island,NY 10312
163,2,0,SINGLE_FAMILY,2613.6,BUILDER_SPEC,-30000.0,595000.0,66,1737964800000.0,598888,3.0,-74.087135,False,40.636272,112109245,4448,sqft,1950,47 Pine St,Staten Island,NY 10301
165,1,0,CONDO,,2D,,1279300.0,3,,1295000,1.0,-73.95207,False,40.71868,79709062,4876,,932,610 Union Ave #2D,Brooklyn,NY 11211
166,2,0,CONDO,,1B,,3090700.0,37,,3250000,2.0,-74.000465,False,40.726284,443631144,,,2200,468 W Broadway #1B,New York,NY 10012
167,1,0,CONDO,,Apt 6L,-26000.0,,160,1737446400000.0,399000,1.0,-73.968056,False,40.76078,244849732,4406,,0,153 E 57th St APT 6L,New York,NY 10022
168,1,0,CONDO,,Apt 5E,,,10,,95000,1.0,-73.860374,False,40.876614,446003580,,,750,836 Tilden Street #5E,Bronx,NY 10467
169,2,0,CONDO,,Apt 2K,10000.0,329500.0,62,1733040000000.0,330000,2.0,-73.82652,False,40.845566,215952065,2648,,1200,3121 Middletown Road #2K,Bronx,NY 10461
172,1,0,CONDO,,Apt 2F,,,284,,150000,1.0,-73.94737,False,40.82952,348493511,2304,,0,563 W 150th St APT 2F,New York,NY 10031
175,5,0,CONDO,,PENTHOUSE,,41856400.0,20,,45000000,3.0,-74.00244,False,40.720978,443948051,,,6814,20 Greene St #PENTHOUSE,New York,NY 10013
176,2,0,CONDO,1100.0,Apt 5C,-14000.0,,150,1735286400000.0,265500,2.0,-73.82875,False,40.855362,215952187,,sqft,1100,1910 Pelham Parkway S #5C,Bronx,NY 10461
178,1,0,TOWNHOUSE,,9E,3000.0,,5,1737964800000.0,299000,1.0,-73.86232,False,40.71867,2052860972,,,820,99-63 66Ave #9E,Rego Park,NY 11374
181,1,0,CONDO,,Apt 5A,,534400.0,11,,525000,1.0,-73.96277,False,40.798058,91772378,2703,,0,58 W 105th St APT 5A,New York,NY 10025
182,2,0,CONDO,,Apt 6H,,,30,,279000,2.0,-73.87579,False,40.755817,2056717848,,,900,33-25 92nd Street #6H,Jackson Heights,NY 11372
183,1,0,CONDO,,Apt 2F,-500.0,,352,1723878000000.0,208500,1.0,-73.999016,False,40.70003,245021411,2377,,650,2913 Foster Ave APT 2F,Brooklyn,NY 11210
185,1,0,CONDO,,5C,,,3,,279000,1.0,-73.84417,False,40.718933,446723813,,,0,71-30 Burns St #5C,Forest Hills,NY 11375
190,1,0,CONDO,,Apt 1416,-45000.0,,229,1733212800000.0,250000,1.0,-73.97254,False,40.76431,72527019,2848,,375,781 5th Ave APT 1416,New York,NY 10022
191,4,0,CONDO,,Apt 6A2,,2938700.0,3,,2988000,4.0,-74.01012,False,40.68109,320251179,10991,,3436,160 Imlay St APT 6A2,Brooklyn,NY 11231
192,3,0,CONDO,,Unit PH4E,,1557000.0,30,,1575000,2.0,-73.95766,False,40.71232,442159580,,,1477,242 S 1st St UNIT PH4E,Brooklyn,NY 11211
194,2,0,CONDO,,Apt 1B,,614000.0,32,,615000,2.0,-74.03587,False,40.612537,2054076307,3393,,1150,9951 Shore Rd APT 1B,Brooklyn,NY 11209
199,2,0,CONDO,,Apt 2B,,,228,,648900,4.0,-73.955444,False,40.821705,124424070,,,1375,616 W 137th Street #2B,New York (Manhattan),NY 10031
200,2,0,CONDO,,Apt 8C,-13300.0,,326,1737446400000.0,254300,2.0,-73.96686,False,40.58552,245010709,,,1186,2650 OCEAN Parkway #8C,Brooklyn,NY 11235
204,3,0,SINGLE_FAMILY,,Floor 1,,,5,,749999,5.0,-73.92613,False,40.62417,446665510,,,1350,1489 E 51st St FLOOR 1,Brooklyn,NY 11234
209,2,0,CONDO,,Apt 6A,,,17,,305000,2.0,-73.885216,False,40.876434,215951146,,,1250,3184 Grand Concourse #6A,Bronx,NY 10458
210,2,0,CONDO,,Apt 1E,,1270100.0,9,,1250000,3.0,-73.9763,False,40.6558,2107036110,4741,,1248,1139 Prospect Ave APT 1E,Brooklyn,NY 11218
214,1,0,CONDO,,Apt 6A,-50000.0,746400.0,82,1736496000000.0,749000,2.0,-74.00118,False,40.74272,439968558,,,957,305 W 18th St APT 6A,New York,NY 10011
215,1,0,CONDO,,Apt 3C,-25000.0,708300.0,5,1715756400000.0,700000,2.0,-73.96741,False,40.648487,2061793072,2946,,700,45 Argyle Rd APT 3C,Brooklyn,NY 11218
216,1,0,CONDO,,Apt 3S,,,25,,89000,1.0,-73.74949,False,40.595795,323055854,,,582,1430 Seagirt Boulevard #3S,Far Rockaway,NY 11691
225,5,0,CONDO,,Unit PENTHOUSE,,23900200.0,83,,25000000,5.0,-73.990486,False,40.74092,442532860,,,5777,170 5th Ave UNIT PENTHOUSE,New York,NY 10010
227,1,0,CONDO,,Apt 1F,-10900.0,191600.0,87,1719817200000.0,199000,1.0,-73.83603,False,40.703594,88061875,2046,,710,115-25 84th Avenue #1F,Kew Gardens,NY 11418
231,1,0,CONDO,,5D,-6000.0,237200.0,102,1729580400000.0,239000,3.0,-73.8562,False,40.7576,2060190050,2898,,,112-19 34th Avenue #5D,Corona,NY 11368
238,3,0,SINGLE_FAMILY,,1,,,6,,775000,4.0,-73.76576,False,40.674416,446410157,,,1828,134-20 176th St #1,Jamaica,NY 11434
239,3,0,SINGLE_FAMILY,2000.0,A,,646300.0,16,,650000,3.0,-74.1284,False,40.59942,58577133,3292,sqft,1800,252A Livingston Ave #A,Staten Island,NY 10314
241,1,0,CONDO,,Apt 57,,,14,,399000,5.0,-73.938644,False,40.817883,306009291,,,1250,100 W 141 Street #57,New York (Manhattan),NY 10030
248,1,0,CONDO,,Apt 607,,,233,,188000,1.0,-73.79163,False,40.71266,245410638,2150,,925,170-40 Highland #607,Jamaica Estates,NY 11432
250,1,0,SINGLE_FAMILY,2178.0,Apt D11,-5000.0,172400.0,92,1733385600000.0,175000,2.0,-74.17901,False,40.627693,2102603505,2694,sqft,910,2701 Goethals Rd N APT D11,Staten Island,NY 10303
255,2,0,SINGLE_FAMILY,1800.0,1029B,,,2,,689999,4.0,-73.85556,False,40.876724,446728557,,sqft,1620,1029 E 213th St #1029B,Bronx,NY 10469
257,1,0,CONDO,,Apt 2L,,,168,,645000,3.0,-73.952774,False,40.665737,245017711,3546,,1250,345 Montgomery St APT 2L,Brooklyn,NY 11225
259,1,0,CONDO,,Apt C27,,,6,,229000,2.0,-73.966805,False,40.582916,245002456,3540,,0,2727 Ocean Pkwy APT C27,Brooklyn,NY 11235
260,1,0,CONDO,,Apt 4R,,,4,,399888,3.0,-73.81627,False,40.76376,245443621,3320,,0,3815 149th St APT 4R,Flushing,NY 11354
262,1,0,CONDO,,Apt 6A,-25000.0,,103,1735804800000.0,425000,2.0,-73.95001,False,40.77007,244745095,2650,,0,508 E 78th St APT 6A,New York,NY 10075
264,1,0,CONDO,,1242,,433800.0,9,,429000,2.0,-73.72828,False,40.755444,119912502,2792,,0,63-05 Marathon Pkwy #1242,Little Neck,NY 11362
270,1,0,CONDO,,Apt 5B,,895800.0,59,,895000,2.0,-73.9828,False,40.677,30582972,4568,,850,630 Union St APT 5B,Brooklyn,NY 11215
273,1,0,CONDO,,D,,,305,,55000,2.0,-73.80949,False,40.825047,2070299744,,,0,147 Edgewater Park #D,Bronx,NY 10465
275,2,0,CONDO,,1B,,,3,,725000,2.0,-73.9736,False,40.644077,446728750,,,1500,235 Ocean Pkwy #1B,Brooklyn,NY 11218
277,1,0,CONDO,,Apt C7,,243500.0,13,,248000,1.0,-73.98984,False,40.605335,119916750,1897,,700,7913 Bay Pkwy APT C7,Brooklyn,NY 11214
