,year_built,beds,baths,baths_full,garage,sqft,stories,listPrice,property_type
1027,2003.0,3.0,2.0,2.0,2.0,1399.0,2.0,378990.0,Affordable
1029,2003.0,3.0,3.0,2.0,2.0,1700.0,2.0,512500.0,Average
1030,2003.0,4.0,3.0,2.0,2.0,2424.0,2.0,595900.0,Average
1031,2003.0,4.0,3.0,2.0,2.0,2583.0,2.0,610500.0,Average
1032,2003.0,3.0,3.0,2.0,2.0,1925.0,2.0,631900.0,Average
1033,2003.0,4.0,3.0,2.0,2.0,2247.0,2.0,319990.0,Affordable
1039,2003.0,3.0,2.0,2.0,2.0,1310.0,2.0,356990.0,Affordable
1045,2003.0,3.0,3.0,2.0,2.0,2520.0,2.0,587500.0,Average
1050,2003.0,4.0,3.0,2.0,2.0,1615.0,2.0,396990.0,Affordable
1052,2003.0,4.0,3.0,2.0,2.0,2291.0,2.0,772500.0,Luxury
1055,2003.0,3.0,3.0,2.0,2.0,2250.0,2.0,549990.0,Average
1057,2003.0,3.0,2.0,2.0,2.0,1540.0,2.0,364900.0,Affordable
1063,2003.0,2.0,3.0,2.0,2.0,1590.0,2.0,505500.0,Average
1065,2003.0,3.0,2.0,2.0,2.0,1310.0,2.0,353990.0,Affordable
1070,2003.0,3.0,3.0,2.0,2.0,1806.0,2.0,438500.0,Average
1073,2003.0,3.0,3.0,2.0,2.0,2187.0,2.0,314990.0,Affordable
1078,2003.0,3.0,3.0,2.0,2.0,2224.0,2.0,616500.0,Average
1087,2003.0,3.0,2.0,2.0,2.0,1540.0,2.0,364900.0,Affordable
1091,2003.0,3.0,3.0,2.0,2.0,1759.0,2.0,529990.0,Average
1093,2003.0,3.0,3.0,2.0,2.0,2191.0,2.0,469990.0,Average
1095,2003.0,3.0,3.0,2.0,2.0,2030.0,2.0,541500.0,Average
1096,2003.0,4.0,3.0,2.0,2.0,2247.0,2.0,439990.0,Average
1097,2003.0,4.0,3.0,2.0,2.0,1616.0,2.0,444990.0,Average
1098,2003.0,3.0,3.0,2.0,2.0,2520.0,2.0,606500.0,Average
1099,2003.0,2.0,3.0,2.0,2.0,1862.0,2.0,545500.0,Average
1103,2003.0,3.0,3.0,2.0,2.0,3120.0,2.0,599900.0,Average
1104,2003.0,3.0,3.0,2.0,2.0,3055.0,2.0,469990.0,Average
1109,2003.0,3.0,2.0,2.0,2.0,1399.0,2.0,389990.0,Affordable
1110,2003.0,3.0,3.0,2.0,2.0,2000.0,2.0,511500.0,Average
1115,2003.0,3.0,2.0,2.0,2.0,1540.0,2.0,364900.0,Affordable
1116,2003.0,3.0,3.0,2.0,2.0,3054.0,2.0,564900.0,Average
1118,2003.0,4.0,3.0,2.0,2.0,1480.0,2.0,292500.0,Affordable
1121,2003.0,4.0,3.0,2.0,2.0,2400.0,2.0,550000.0,Average
1125,2003.0,3.0,3.0,2.0,2.0,1500.0,2.0,538500.0,Average
1133,2003.0,3.0,3.0,2.0,2.0,1540.0,2.0,364900.0,Affordable
1135,2003.0,3.0,3.0,2.0,2.0,1873.0,2.0,498900.0,Average
1137,2003.0,4.0,3.0,2.0,2.0,2848.0,2.0,651500.0,Luxury
1138,2003.0,3.0,3.0,2.0,2.0,2527.0,2.0,464900.0,Average
1139,2003.0,3.0,3.0,2.0,2.0,2505.0,2.0,589990.0,Average
1147,2003.0,3.0,2.0,2.0,2.0,1399.0,2.0,399990.0,Affordable
1151,2003.0,3.0,3.0,2.0,2.0,2126.0,2.0,502990.0,Average
1153,2003.0,2.0,3.0,2.0,2.0,2526.0,2.0,540750.0,Average
1156,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,680000.0,Luxury
1157,2003.0,3.0,3.0,2.0,2.0,2520.0,2.0,560990.0,Average
1160,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,149900.0,Affordable
1165,2003.0,3.0,3.0,2.0,2.0,1810.0,2.0,569900.0,Average
1167,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,15000.0,Affordable
1172,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,149900.0,Affordable
1176,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,205000.0,Affordable
1178,2003.0,3.0,3.0,2.0,2.0,1818.0,2.0,529990.0,Average
1179,2002.0,5.0,3.0,2.0,2.0,2585.0,2.0,524900.0,Average
1187,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,473250.0,Average
1188,2003.0,3.0,3.0,2.0,2.0,1818.0,2.0,515469.0,Average
1204,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,112000.0,Affordable
1206,2013.0,3.0,3.0,2.0,2.0,2197.0,2.0,990000.0,Luxury
1208,2003.0,3.0,3.0,2.0,2.0,2753.0,2.0,534900.0,Average
1219,2003.0,3.0,3.0,2.0,2.0,2460.0,2.0,504900.0,Average
1221,2003.0,3.0,3.0,2.0,2.0,1310.0,2.0,528995.0,Average
1226,2003.0,3.0,3.0,2.0,2.0,1810.0,2.0,569900.0,Average
1227,2003.0,3.0,3.0,2.0,2.0,2527.0,2.0,534900.0,Average
1235,2003.0,3.0,3.0,2.0,2.0,1818.0,2.0,562990.0,Average
1274,2003.0,4.0,3.0,2.0,2.0,2828.0,2.0,490000.0,Average
1291,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,75000.0,Affordable
1292,2003.0,2.0,3.0,2.0,2.0,2145.0,2.0,609990.0,Average
1296,2003.0,4.0,3.0,2.0,2.0,2448.0,2.0,594500.0,Average
1300,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,225000.0,Affordable
1305,2003.0,2.0,3.0,2.0,2.0,1932.0,2.0,575000.0,Average
1309,2003.0,2.0,3.0,2.0,2.0,1263.0,2.0,445000.0,Average
1313,2003.0,3.0,3.0,2.0,2.0,1625.0,2.0,535500.0,Average
1318,2003.0,2.0,3.0,2.0,2.0,1665.0,2.0,570000.0,Average
1319,2003.0,3.0,3.0,2.0,2.0,1579.0,2.0,620000.0,Average
1326,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,57000.0,Affordable
1330,2003.0,3.0,3.0,2.0,2.0,1547.0,2.0,402990.0,Affordable
1332,2003.0,3.0,3.0,2.0,2.0,1574.0,2.0,499000.0,Average
1333,2003.0,4.0,3.0,2.0,2.0,2291.0,2.0,766000.0,Luxury
1335,2003.0,2.0,3.0,2.0,2.0,2268.0,2.0,630000.0,Average
1336,2003.0,4.0,3.0,2.0,2.0,2122.0,2.0,760000.0,Luxury
1345,2003.0,3.0,3.0,2.0,2.0,2125.0,2.0,604900.0,Average
1354,2003.0,3.0,3.0,2.0,2.0,1708.0,2.0,570000.0,Average
1355,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,29000.0,Affordable
1357,2003.0,3.0,3.0,2.0,2.0,1806.0,2.0,543500.0,Average
1360,2003.0,3.0,3.0,2.0,2.0,2030.0,2.0,510000.0,Average
1364,2003.0,3.0,3.0,2.0,2.0,1498.0,2.0,374900.0,Affordable
1365,2003.0,4.0,3.0,2.0,2.0,1824.0,2.0,401900.0,Affordable
1366,2003.0,2.0,3.0,2.0,2.0,1265.0,2.0,500000.0,Average
1368,2003.0,4.0,3.0,2.0,2.0,2876.0,2.0,649990.0,Average
1370,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,10000.0,Affordable
1372,2003.0,4.0,3.0,2.0,2.0,1758.0,2.0,395900.0,Affordable
1379,2003.0,3.0,3.0,2.0,2.0,2745.0,2.0,519900.0,Average
1380,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,50000.0,Affordable
1383,2003.0,3.0,3.0,2.0,2.0,1706.0,2.0,500000.0,Average
1385,2000.0,4.0,2.0,2.0,2.0,2508.0,2.0,555000.0,Average
1388,2003.0,2.0,3.0,2.0,2.0,1793.0,2.0,725000.0,Luxury
1389,2003.0,4.0,3.0,2.0,2.0,2215.0,2.0,632500.0,Average
1391,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,24900.0,Affordable
1393,2003.0,4.0,3.0,2.0,2.0,2150.0,2.0,526900.0,Average
1398,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,349000.0,Affordable
1407,2005.0,4.0,2.0,2.0,2.0,1891.0,2.0,485000.0,Average
1408,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,175000.0,Affordable
1410,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,99990.0,Affordable
1412,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,300000.0,Affordable
1421,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,125000.0,Affordable
1437,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,295000.0,Affordable
1460,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,495000.0,Average
1461,2012.0,3.0,3.0,2.0,2.0,1692.0,2.0,435000.0,Average
1471,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,95000.0,Affordable
1476,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,225000.0,Affordable
1482,2003.0,3.0,3.0,2.0,2.0,2141.0,2.0,448900.0,Average
1483,2003.0,3.0,3.0,2.0,2.0,1648.0,2.0,292500.0,Affordable
1484,2003.0,3.0,3.0,2.0,2.0,2270.0,2.0,613500.0,Average
1491,2003.0,3.0,3.0,2.0,2.0,2125.0,2.0,604900.0,Average
1492,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,120000.0,Affordable
1493,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,150000.0,Affordable
1494,2003.0,3.0,3.0,2.0,2.0,2280.0,2.0,462900.0,Average
1499,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,360000.0,Affordable
1507,2003.0,3.0,3.0,2.0,2.0,2389.0,2.0,995000.0,Luxury
1511,2003.0,4.0,3.0,2.0,2.0,2284.0,2.0,760000.0,Luxury
1518,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,32000.0,Affordable
1525,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,385000.0,Affordable
1527,1985.0,3.0,2.0,2.0,2.0,1900.0,2.0,389000.0,Affordable
1537,2005.0,3.0,3.0,2.0,2.0,1804.0,2.0,520000.0,Average
1542,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,310500.0,Affordable
1568,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,160000.0,Affordable
1576,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,359900.0,Affordable
1579,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,90000.0,Affordable
1588,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,129900.0,Affordable
1599,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,599000.0,Average
1621,2021.0,3.0,3.0,2.0,2.0,1736.0,2.0,485000.0,Average
1643,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,94999.0,Affordable
1647,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199900.0,Affordable
1652,2006.0,3.0,3.0,2.0,2.0,1487.0,2.0,347000.0,Affordable
1660,2007.0,4.0,2.0,2.0,2.0,1930.0,2.0,389999.0,Affordable
1688,2016.0,3.0,2.0,2.0,2.0,2872.0,2.0,449900.0,Average
1694,1983.0,4.0,2.0,2.0,2.0,2196.0,2.0,389900.0,Affordable
1698,2008.0,3.0,2.0,2.0,2.0,1056.0,2.0,89000.0,Affordable
1704,2003.0,3.0,3.0,2.0,2.0,1960.0,2.0,579900.0,Average
1705,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,30000.0,Affordable
1718,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,65000.0,Affordable
1726,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,110000.0,Affordable
1735,1988.0,2.0,2.0,2.0,2.0,1426.0,2.0,475000.0,Average
1744,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,850000.0,Luxury
1754,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,65000.0,Affordable
1763,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,159000.0,Affordable
1768,1998.0,4.0,3.0,2.0,2.0,1906.0,2.0,419900.0,Average
1786,2003.0,3.0,3.0,2.0,2.0,1526.0,2.0,519500.0,Average
1801,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,140000.0,Affordable
1802,2000.0,4.0,2.0,2.0,2.0,1458.0,2.0,129000.0,Affordable
1805,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,369999.0,Affordable
1808,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,49900.0,Affordable
1813,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,150000.0,Affordable
1826,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,499000.0,Average
1860,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,325000.0,Affordable
1882,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,45000.0,Affordable
1885,2018.0,4.0,3.0,2.0,2.0,1863.0,2.0,435000.0,Average
1886,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,59900.0,Affordable
1903,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,150000.0,Affordable
1908,2000.0,3.0,3.0,2.0,2.0,1610.0,2.0,444000.0,Average
1935,2006.0,4.0,3.0,2.0,2.0,2246.0,2.0,490000.0,Average
1939,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,129000.0,Affordable
1940,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,209900.0,Affordable
1941,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,369500.0,Affordable
1943,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,209900.0,Affordable
1944,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,367000.0,Affordable
1945,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199900.0,Affordable
1946,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,39000.0,Affordable
1947,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,400500.0,Affordable
1948,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,62900.0,Affordable
1951,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,359500.0,Affordable
1953,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,44000.0,Affordable
1954,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199900.0,Affordable
1955,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199000.0,Affordable
1956,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,90000.0,Affordable
1958,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,170000.0,Affordable
1959,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,699900.0,Luxury
1960,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,138000.0,Affordable
1961,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,409000.0,Affordable
1962,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,209900.0,Affordable
1963,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,383500.0,Affordable
1964,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,357500.0,Affordable
1966,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,89000.0,Affordable
1968,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,189900.0,Affordable
1969,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,367000.0,Affordable
1970,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,209900.0,Affordable
1971,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,359000.0,Affordable
1972,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,239000.0,Affordable
1973,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,378000.0,Affordable
1974,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,300000.0,Affordable
1975,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,285000.0,Affordable
1976,2003.0,3.0,2.0,2.0,2.0,3035.0,2.0,778900.0,Luxury
1978,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,345000.0,Affordable
1979,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,298000.0,Affordable
1980,2011.0,3.0,2.0,2.0,2.0,1380.0,2.0,324900.0,Affordable
1989,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,42000.0,Affordable
1990,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,110000.0,Affordable
1994,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,129900.0,Affordable
1995,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,650000.0,Average
1996,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,995000.0,Luxury
1997,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,965000.0,Luxury
2000,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,298000.0,Affordable
2001,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,400000.0,Affordable
2005,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199900.0,Affordable
2006,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,449000.0,Average
2007,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,25000.0,Affordable
2009,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,499000.0,Average
2010,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,649900.0,Average
2020,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,149000.0,Affordable
2022,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199900.0,Affordable
2023,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,385000.0,Affordable
2024,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,500000.0,Average
2025,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,125000.0,Affordable
2026,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,149900.0,Affordable
2028,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,299000.0,Affordable
2029,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,150000.0,Affordable
2030,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199900.0,Affordable
2031,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,679000.0,Luxury
2032,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,180000.0,Affordable
2033,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,399900.0,Affordable
2034,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,244900.0,Affordable
2035,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,133000.0,Affordable
2036,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,74000.0,Affordable
2037,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199900.0,Affordable
2039,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,209900.0,Affordable
2042,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,250000.0,Affordable
2043,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,265000.0,Affordable
2046,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,299000.0,Affordable
2047,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199900.0,Affordable
2048,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,225000.0,Affordable
2049,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,225000.0,Affordable
2054,2003.0,3.0,2.0,2.0,2.0,2607.0,2.0,499900.0,Average
2058,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,99000.0,Affordable
2060,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,367700.0,Affordable
2062,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,200000.0,Affordable
2063,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,253600.0,Affordable
2064,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,185000.0,Affordable
2065,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,59000.0,Affordable
2066,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,137000.0,Affordable
2067,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,42000.0,Affordable
2068,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,32000.0,Affordable
2071,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,175000.0,Affordable
2072,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,975000.0,Luxury
2073,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,380000.0,Affordable
2074,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,139000.0,Affordable
2075,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199000.0,Affordable
2076,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,165112.0,Affordable
2077,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,159500.0,Affordable
2078,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,45000.0,Affordable
2080,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,220000.0,Affordable
2081,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199900.0,Affordable
2083,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,400000.0,Affordable
2085,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,175000.0,Affordable
2086,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,353250.0,Affordable
2087,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,359999.0,Affordable
2088,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,204000.0,Affordable
2090,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,130000.0,Affordable
2091,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,44900.0,Affordable
2092,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,364100.0,Affordable
2095,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,242888.0,Affordable
2096,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,630000.0,Average
2097,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,150000.0,Affordable
2099,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,305000.0,Affordable
2100,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,539900.0,Average
2101,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,172900.0,Affordable
2102,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,140000.0,Affordable
2104,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,400000.0,Affordable
2106,2003.0,3.0,2.0,2.0,2.0,2200.0,2.0,410000.0,Average
2108,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,450000.0,Average
2109,1997.0,3.0,2.0,2.0,2.0,1196.0,2.0,314900.0,Affordable
2110,2003.0,2.0,3.0,2.0,2.0,1862.0,2.0,525500.0,Average
2111,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,550000.0,Average
2115,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,287500.0,Affordable
2123,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,110000.0,Affordable
2124,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,1000000.0,Luxury
2130,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,650000.0,Average
2133,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,999000.0,Luxury
2138,1989.0,3.0,2.0,2.0,2.0,1562.0,2.0,510000.0,Average
2146,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,20000.0,Affordable
2150,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,50000.0,Affordable
2151,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,295000.0,Affordable
2152,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,189000.0,Affordable
2153,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,209900.0,Affordable
2154,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,360000.0,Affordable
2155,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,60000.0,Affordable
2156,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,415000.0,Average
2157,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,330000.0,Affordable
2158,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,299000.0,Affordable
2159,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,100000.0,Affordable
2160,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,255000.0,Affordable
2161,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,282500.0,Affordable
2163,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,155000.0,Affordable
2164,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,295700.0,Affordable
2165,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,185000.0,Affordable
2166,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,499000.0,Average
2167,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,264000.0,Affordable
2168,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,96000.0,Affordable
2170,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,240000.0,Affordable
2171,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,190000.0,Affordable
2172,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,84900.0,Affordable
2173,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,96000.0,Affordable
2174,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,400000.0,Affordable
