,year_built,beds,baths,baths_full,garage,sqft,stories,listPrice,property_type
2175,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,49900.0,Affordable
2176,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,268500.0,Affordable
2177,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,255000.0,Affordable
2178,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,250000.0,Affordable
2179,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,289900.0,Affordable
2180,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,290000.0,Affordable
2181,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,270000.0,Affordable
2182,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,225000.0,Affordable
2184,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,282500.0,Affordable
2185,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,385000.0,Affordable
2187,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,70000.0,Affordable
2188,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,96000.0,Affordable
2191,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,265000.0,Affordable
2192,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,270000.0,Affordable
2193,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,420000.0,Average
2195,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,250000.0,Affordable
2196,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,169672.0,Affordable
2197,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,299990.0,Affordable
2198,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,214000.0,Affordable
2199,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199000.0,Affordable
2200,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,266250.0,Affordable
2201,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,300000.0,Affordable
2202,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,196000.0,Affordable
2203,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,510000.0,Average
2204,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,164000.0,Affordable
2205,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,125000.0,Affordable
2206,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,455000.0,Average
2207,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,400000.0,Affordable
2208,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,266250.0,Affordable
2209,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,400000.0,Affordable
2210,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,305000.0,Affordable
2211,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199900.0,Affordable
2213,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,225000.0,Affordable
2214,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,450000.0,Average
2215,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,339000.0,Affordable
2216,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,225920.0,Affordable
2218,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199900.0,Affordable
2219,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,180000.0,Affordable
2220,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,308000.0,Affordable
2223,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,110000.0,Affordable
2224,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,195000.0,Affordable
2226,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,198000.0,Affordable
2227,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,589900.0,Average
2228,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,326325.0,Affordable
2229,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,165000.0,Affordable
2230,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,159900.0,Affordable
2231,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,450000.0,Average
2232,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,30000.0,Affordable
2233,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,313400.0,Affordable
2235,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,304150.0,Affordable
2236,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,20000.0,Affordable
2238,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,810450.0,Luxury
2239,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,749232.0,Luxury
2240,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199000.0,Affordable
2241,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,440500.0,Average
2242,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,980000.0,Luxury
2244,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,25000.0,Affordable
2245,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,45000.0,Affordable
2246,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,385000.0,Affordable
2247,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,14500.0,Affordable
2248,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,100000.0,Affordable
2251,1995.0,4.0,3.0,2.0,2.0,3132.0,2.0,730000.0,Luxury
2252,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,55000.0,Affordable
2253,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,273600.0,Affordable
2255,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,313250.0,Affordable
2256,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,305250.0,Affordable
2258,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,285000.0,Affordable
2260,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,89000.0,Affordable
2261,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,995000.0,Luxury
2263,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,299900.0,Affordable
2264,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,85000.0,Affordable
2266,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,254900.0,Affordable
2267,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,850000.0,Luxury
2268,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,179900.0,Affordable
2269,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199000.0,Affordable
2270,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,266250.0,Affordable
2271,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,225000.0,Affordable
2273,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,177480.0,Affordable
2274,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,407900.0,Affordable
2275,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,229000.0,Affordable
2278,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,280000.0,Affordable
2279,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,305000.0,Affordable
2280,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,52000.0,Affordable
2281,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199000.0,Affordable
2283,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,192000.0,Affordable
2284,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,290000.0,Affordable
2285,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,310000.0,Affordable
2286,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,169000.0,Affordable
2289,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,254000.0,Affordable
2290,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,258500.0,Affordable
2291,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,286000.0,Affordable
2292,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,449000.0,Average
2293,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,266000.0,Affordable
2294,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,215776.0,Affordable
2295,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,360000.0,Affordable
2297,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,630000.0,Average
2298,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,355000.0,Affordable
2299,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,450000.0,Average
2300,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,312000.0,Affordable
2302,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,250000.0,Affordable
2305,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,268500.0,Affordable
2306,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,285000.0,Affordable
2309,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,157000.0,Affordable
2310,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199900.0,Affordable
2312,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,149900.0,Affordable
2314,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,35000.0,Affordable
2315,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,110000.0,Affordable
2316,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,210000.0,Affordable
2318,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,312000.0,Affordable
2319,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,139000.0,Affordable
2320,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,250000.0,Affordable
2323,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,362200.0,Affordable
2325,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,475000.0,Average
2326,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,115000.0,Affordable
2327,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,147000.0,Affordable
2328,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,391200.0,Affordable
2329,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,100000.0,Affordable
2330,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,789000.0,Luxury
2331,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,407800.0,Affordable
2332,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,294950.0,Affordable
2333,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,558000.0,Average
2335,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,159000.0,Affordable
2337,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,269700.0,Affordable
2338,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,499999.0,Average
2339,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,299000.0,Affordable
2340,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,245000.0,Affordable
2341,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,695000.0,Luxury
2342,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,35000.0,Affordable
2343,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,255000.0,Affordable
2344,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,225000.0,Affordable
2345,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,215000.0,Affordable
2346,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,190000.0,Affordable
2347,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,223990.0,Affordable
2348,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,162000.0,Affordable
2349,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,255000.0,Affordable
2350,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,155000.0,Affordable
2351,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,99999.0,Affordable
2352,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,149900.0,Affordable
2353,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,152700.0,Affordable
2354,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,180000.0,Affordable
2355,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,200000.0,Affordable
2356,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,255000.0,Affordable
2357,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,255000.0,Affordable
2358,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,175990.0,Affordable
2359,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,75999.0,Affordable
2360,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,219000.0,Affordable
2361,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,223990.0,Affordable
2362,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,88000.0,Affordable
2363,2002.0,4.0,2.0,2.0,2.0,1974.0,2.0,479500.0,Average
2364,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,40000.0,Affordable
2365,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,175990.0,Affordable
2366,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,249999.0,Affordable
2367,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,81999.0,Affordable
2368,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,63000.0,Affordable
2369,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,149900.0,Affordable
2370,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,240000.0,Affordable
2371,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,220000.0,Affordable
2372,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,203990.0,Affordable
2373,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,255000.0,Affordable
2374,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,499999.0,Average
2375,2000.0,3.0,3.0,2.0,2.0,2158.0,2.0,550000.0,Average
2376,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,39000.0,Affordable
2378,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,255000.0,Affordable
2380,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,255000.0,Affordable
2381,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,32000.0,Affordable
2382,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,25000.0,Affordable
2383,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,255000.0,Affordable
2384,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,450000.0,Average
2385,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,139700.0,Affordable
2386,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,59000.0,Affordable
2387,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,49900.0,Affordable
2390,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199900.0,Affordable
2391,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,799000.0,Luxury
2393,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199900.0,Affordable
2395,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,345000.0,Affordable
2396,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199900.0,Affordable
2397,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,315000.0,Affordable
2398,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,246900.0,Affordable
2399,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,212000.0,Affordable
2400,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,260000.0,Affordable
2401,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,188990.0,Affordable
2403,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,450000.0,Average
2404,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,168000.0,Affordable
2405,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,319000.0,Affordable
2406,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,294300.0,Affordable
2407,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,298200.0,Affordable
2408,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,331000.0,Affordable
2409,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,849000.0,Luxury
2412,2005.0,3.0,2.0,2.0,2.0,1546.0,2.0,419900.0,Average
2421,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,5000.0,Affordable
2422,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,595000.0,Average
2424,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,90000.0,Affordable
2429,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,100000.0,Affordable
2431,1995.0,4.0,3.0,2.0,2.0,2922.0,2.0,980000.0,Luxury
2435,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,54000.0,Affordable
2439,2018.0,3.0,2.0,2.0,2.0,1347.0,2.0,439900.0,Average
2441,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,469000.0,Average
2452,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,495000.0,Average
2453,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,49900.0,Affordable
2454,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,160000.0,Affordable
2456,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,54900.0,Affordable
2458,2022.0,3.0,3.0,2.0,2.0,1605.0,2.0,369000.0,Affordable
2462,2020.0,4.0,3.0,2.0,2.0,1839.0,2.0,459000.0,Average
2485,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,250000.0,Affordable
2488,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,310000.0,Affordable
2489,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,349000.0,Affordable
2492,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,285000.0,Affordable
2493,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,276750.0,Affordable
2497,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,267700.0,Affordable
2498,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,19500.0,Affordable
2499,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,480000.0,Average
2501,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,589900.0,Average
2511,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,330000.0,Affordable
2512,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,270000.0,Affordable
2513,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,299000.0,Affordable
2514,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,65000.0,Affordable
2515,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,149900.0,Affordable
2517,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,355000.0,Affordable
2518,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,99000.0,Affordable
2519,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,190000.0,Affordable
2520,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,270000.0,Affordable
2521,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,279000.0,Affordable
2522,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,270000.0,Affordable
2523,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,399999.0,Affordable
2524,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,550000.0,Average
2525,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,475000.0,Average
2526,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,110000.0,Affordable
2527,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,285000.0,Affordable
2530,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,925000.0,Luxury
2531,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199000.0,Affordable
2532,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,695000.0,Luxury
2533,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,358200.0,Affordable
2535,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,373700.0,Affordable
2536,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,29900.0,Affordable
2537,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,500000.0,Average
2539,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,210000.0,Affordable
2541,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,230000.0,Affordable
2542,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,274450.0,Affordable
2543,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,299000.0,Affordable
2544,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,190000.0,Affordable
2547,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,411450.0,Average
2548,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,850000.0,Luxury
2549,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,550000.0,Average
2550,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,45000.0,Affordable
2551,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,270000.0,Affordable
2553,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,139000.0,Affordable
2554,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,810450.0,Luxury
2555,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,187500.0,Affordable
2556,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,55000.0,Affordable
2557,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,190000.0,Affordable
2558,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,297250.0,Affordable
2560,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,45000.0,Affordable
2564,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,79000.0,Affordable
2567,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,700000.0,Luxury
2572,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,429000.0,Average
2578,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,269000.0,Affordable
2587,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,124900.0,Affordable
2588,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,40000.0,Affordable
2590,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,266250.0,Affordable
2592,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,60000.0,Affordable
2594,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,435000.0,Average
2604,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,550000.0,Average
2613,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,220000.0,Affordable
2616,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,290000.0,Affordable
2618,1996.0,4.0,2.0,2.0,2.0,1888.0,2.0,699500.0,Luxury
2629,1998.0,4.0,3.0,2.0,2.0,2654.0,2.0,379800.0,Affordable
2632,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,424000.0,Average
2633,2004.0,5.0,3.0,2.0,2.0,2454.0,2.0,639000.0,Average
2639,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,165000.0,Affordable
2643,2019.0,3.0,2.0,2.0,2.0,3137.0,2.0,485000.0,Average
2646,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,159000.0,Affordable
2647,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,450000.0,Average
2649,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,277100.0,Affordable
2650,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,255000.0,Affordable
2651,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,160896.0,Affordable
2663,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,22000.0,Affordable
2667,2009.0,4.0,2.0,2.0,2.0,2702.0,2.0,800000.0,Luxury
2668,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,175000.0,Affordable
2672,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,800000.0,Luxury
2675,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,57000.0,Affordable
2681,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,69900.0,Affordable
2682,2007.0,3.0,3.0,2.0,2.0,1435.0,2.0,400000.0,Affordable
2688,1999.0,5.0,2.0,2.0,2.0,1728.0,2.0,345000.0,Affordable
2691,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,150000.0,Affordable
2696,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,94500.0,Affordable
2698,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,25000.0,Affordable
2699,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,79700.0,Affordable
2702,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,272725.0,Affordable
2703,2021.0,3.0,3.0,2.0,2.0,1729.0,2.0,500000.0,Average
2704,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,300250.0,Affordable
2709,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,295400.0,Affordable
2712,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,949000.0,Luxury
2715,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,129000.0,Affordable
2719,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,119000.0,Affordable
2720,2019.0,3.0,3.0,2.0,2.0,1596.0,2.0,450000.0,Average
2722,2016.0,3.0,3.0,2.0,2.0,2117.0,2.0,540000.0,Average
