,year_built,beds,baths,baths_full,garage,sqft,stories,listPrice,property_type
2726,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,155000.0,Affordable
2732,2019.0,3.0,2.0,2.0,2.0,2794.0,2.0,475000.0,Average
2741,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,132000.0,Affordable
2746,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,29000.0,Affordable
2751,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,285000.0,Affordable
2752,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,44900.0,Affordable
2765,2003.0,3.0,0.0,2.0,2.0,2400.0,2.0,895000.0,Luxury
2780,1985.0,4.0,3.0,2.0,2.0,2275.0,2.0,549900.0,Average
2783,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,320000.0,Affordable
2785,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,89000.0,Affordable
2799,2008.0,4.0,3.0,2.0,2.0,2750.0,2.0,499000.0,Average
2810,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,25000.0,Affordable
2820,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,150000.0,Affordable
2827,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,18000.0,Affordable
2828,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,42500.0,Affordable
2830,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,65000.0,Affordable
2831,2020.0,4.0,3.0,2.0,2.0,2020.0,2.0,523000.0,Average
2837,2011.0,3.0,3.0,2.0,2.0,1692.0,2.0,1000000.0,Luxury
2857,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,350000.0,Affordable
2860,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,3900.0,Affordable
2870,2014.0,4.0,2.0,2.0,2.0,2840.0,2.0,595000.0,Average
2882,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,60000.0,Affordable
2885,2022.0,3.0,2.0,2.0,2.0,2847.0,2.0,425000.0,Average
2886,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,219000.0,Affordable
2887,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,600000.0,Average
2890,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,160000.0,Affordable
2891,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,130000.0,Affordable
2892,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,900000.0,Luxury
2911,1997.0,4.0,3.0,2.0,2.0,2636.0,2.0,479999.0,Average
2917,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,474823.0,Average
2922,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,375000.0,Affordable
2928,1998.0,4.0,2.0,2.0,2.0,2602.0,2.0,539900.0,Average
2935,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,550000.0,Average
2943,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,43000.0,Affordable
2946,2020.0,2.0,2.0,2.0,2.0,1433.0,2.0,469000.0,Average
2947,2022.0,3.0,2.0,2.0,2.0,1452.0,2.0,575000.0,Average
2955,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,190000.0,Affordable
2957,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,525000.0,Average
2960,2003.0,2.0,2.0,2.0,2.0,2400.0,2.0,262500.0,Affordable
2961,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,166816.0,Affordable
2967,2017.0,3.0,2.0,2.0,2.0,3165.0,2.0,619000.0,Average
2974,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,83000.0,Affordable
2981,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,70000.0,Affordable
2990,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,95000.0,Affordable
3016,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,375000.0,Affordable
3021,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,198632.0,Affordable
3022,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,150000.0,Affordable
3024,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,16000.0,Affordable
3031,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,10000.0,Affordable
3070,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,774900.0,Luxury
3079,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,65000.0,Affordable
3088,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,75000.0,Affordable
3095,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,498750.0,Average
3098,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,274900.0,Affordable
3103,2017.0,3.0,3.0,2.0,2.0,1789.0,2.0,349900.0,Affordable
3109,2021.0,3.0,2.0,2.0,2.0,1311.0,2.0,319900.0,Affordable
3122,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,145000.0,Affordable
3125,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,162000.0,Affordable
3129,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,325000.0,Affordable
3131,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,143000.0,Affordable
3133,2020.0,4.0,3.0,2.0,2.0,2610.0,2.0,540000.0,Average
3134,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199000.0,Affordable
3137,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,250000.0,Affordable
3143,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,90000.0,Affordable
3157,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,26000.0,Affordable
3162,1996.0,3.0,2.0,2.0,2.0,1260.0,2.0,235000.0,Affordable
3166,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,799900.0,Luxury
3176,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,85000.0,Affordable
3203,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,100000.0,Affordable
3212,2007.0,3.0,3.0,2.0,2.0,1460.0,2.0,400000.0,Affordable
3217,2008.0,3.0,3.0,2.0,2.0,1405.0,2.0,219900.0,Affordable
3222,1999.0,5.0,3.0,2.0,2.0,2784.0,2.0,610000.0,Average
3223,1983.0,4.0,3.0,2.0,2.0,2642.0,2.0,450000.0,Average
3224,2002.0,4.0,2.0,2.0,2.0,2040.0,2.0,307900.0,Affordable
3225,2014.0,3.0,4.0,2.0,2.0,2190.0,2.0,780000.0,Luxury
3228,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,145000.0,Affordable
3242,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,138050.0,Affordable
3258,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,225000.0,Affordable
3266,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,300000.0,Affordable
3268,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,590000.0,Average
3272,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,29000.0,Affordable
3274,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,175000.0,Affordable
3277,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,372000.0,Affordable
3280,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,30000.0,Affordable
3281,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,329000.0,Affordable
3287,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,280000.0,Affordable
3288,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,259500.0,Affordable
3292,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,321000.0,Affordable
3296,2006.0,4.0,3.0,2.0,2.0,2088.0,2.0,424995.0,Average
3303,2016.0,3.0,3.0,2.0,2.0,1300.0,2.0,365000.0,Affordable
3305,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,267700.0,Affordable
3310,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,349900.0,Affordable
3312,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,42000.0,Affordable
3313,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,551545.0,Average
3314,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,225000.0,Affordable
3315,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,340000.0,Affordable
3318,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,240000.0,Affordable
3319,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,255000.0,Affordable
3320,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,325000.0,Affordable
3321,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,49950.0,Affordable
3323,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,88000.0,Affordable
3326,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,425000.0,Average
3328,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,285000.0,Affordable
3329,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,268500.0,Affordable
3331,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,282500.0,Affordable
3332,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,160000.0,Affordable
3337,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,259900.0,Affordable
3338,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,294300.0,Affordable
3345,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,348896.0,Affordable
3346,2020.0,4.0,3.0,2.0,2.0,2462.0,2.0,679000.0,Luxury
3347,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,160000.0,Affordable
3348,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,990000.0,Luxury
3350,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,276500.0,Affordable
3351,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,275000.0,Affordable
3352,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,244500.0,Affordable
3357,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,336500.0,Affordable
3358,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,169900.0,Affordable
3361,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,39500.0,Affordable
3362,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,95000.0,Affordable
3364,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,294300.0,Affordable
3366,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,985500.0,Luxury
3367,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,920000.0,Luxury
3368,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,225000.0,Affordable
3369,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,15000.0,Affordable
3371,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,55000.0,Affordable
3372,2018.0,3.0,3.0,2.0,2.0,1569.0,2.0,417000.0,Average
3373,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,326200.0,Affordable
3374,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,329100.0,Affordable
3376,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,235000.0,Affordable
3383,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,230000.0,Affordable
3388,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,268300.0,Affordable
3391,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,326250.0,Affordable
3395,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,379500.0,Affordable
3401,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,800000.0,Luxury
3402,2002.0,2.0,3.0,2.0,2.0,1136.0,2.0,455000.0,Average
3408,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,268000.0,Affordable
3410,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,135000.0,Affordable
3411,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,190000.0,Affordable
3413,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,34900.0,Affordable
3415,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,224000.0,Affordable
3418,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,145000.0,Affordable
3423,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,42944.0,Affordable
3424,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,294000.0,Affordable
3425,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,255000.0,Affordable
3428,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,125000.0,Affordable
3429,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,416000.0,Average
3430,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,383500.0,Affordable
3434,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,170000.0,Affordable
3436,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,371500.0,Affordable
3437,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,410000.0,Average
3439,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,366000.0,Affordable
3443,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,388000.0,Affordable
3449,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,350000.0,Affordable
3451,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,329000.0,Affordable
3452,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,230000.0,Affordable
3458,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,351000.0,Affordable
3459,1996.0,5.0,3.0,2.0,2.0,2986.0,2.0,574900.0,Average
3460,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,460000.0,Average
3464,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,250000.0,Affordable
3473,1992.0,4.0,2.0,2.0,2.0,1762.0,2.0,515000.0,Average
3492,1989.0,5.0,2.0,2.0,2.0,2846.0,2.0,519900.0,Average
3501,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,39000.0,Affordable
3512,1982.0,3.0,3.0,2.0,2.0,2024.0,2.0,447000.0,Average
3519,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,105000.0,Affordable
3520,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,105000.0,Affordable
3524,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,59900.0,Affordable
3526,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,39000.0,Affordable
3530,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,35000.0,Affordable
3535,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,140000.0,Affordable
3540,2018.0,3.0,2.0,2.0,2.0,1347.0,2.0,375000.0,Affordable
3541,2022.0,3.0,3.0,2.0,2.0,1630.0,2.0,395000.0,Affordable
3544,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,165000.0,Affordable
3549,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,185000.0,Affordable
3550,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,50000.0,Affordable
3552,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,57500.0,Affordable
3561,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,150000.0,Affordable
3562,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,150000.0,Affordable
3563,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,239000.0,Affordable
3564,2020.0,3.0,3.0,2.0,2.0,1736.0,2.0,499500.0,Average
3565,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,150000.0,Affordable
3570,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,27000.0,Affordable
3585,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,125000.0,Affordable
3588,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,125000.0,Affordable
3598,2005.0,4.0,3.0,2.0,2.0,2246.0,2.0,499900.0,Average
3601,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,55000.0,Affordable
3609,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,10000.0,Affordable
3612,2016.0,3.0,3.0,2.0,2.0,2362.0,2.0,549900.0,Average
3632,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,349000.0,Affordable
3638,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,69900.0,Affordable
3644,1985.0,3.0,2.0,2.0,2.0,1758.0,2.0,369900.0,Affordable
3645,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,240000.0,Affordable
3653,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,225000.0,Affordable
3654,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,438285.0,Average
3657,2007.0,4.0,3.0,2.0,2.0,2280.0,2.0,899000.0,Luxury
3658,2005.0,3.0,2.0,2.0,2.0,2586.0,2.0,410000.0,Average
3660,2014.0,5.0,3.0,2.0,2.0,2626.0,2.0,620000.0,Average
3661,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,2000.0,Affordable
3665,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,289000.0,Affordable
3666,1989.0,4.0,2.0,2.0,2.0,2016.0,2.0,347000.0,Affordable
3673,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,219000.0,Affordable
3678,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,280000.0,Affordable
3682,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,2000.0,Affordable
3683,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,25500.0,Affordable
3696,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,275800.0,Affordable
3698,2001.0,3.0,2.0,2.0,2.0,2065.0,2.0,610000.0,Average
3718,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,27500.0,Affordable
3727,1982.0,4.0,3.0,2.0,2.0,2552.0,2.0,600000.0,Average
3729,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,89000.0,Affordable
3731,2015.0,4.0,3.0,2.0,2.0,1936.0,2.0,450000.0,Average
3737,2000.0,2.0,2.0,2.0,2.0,2448.0,2.0,372000.0,Affordable
3738,2022.0,4.0,3.0,2.0,2.0,1779.0,2.0,429900.0,Average
3742,2014.0,3.0,2.0,2.0,2.0,1309.0,2.0,364900.0,Affordable
3751,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,199000.0,Affordable
3775,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,449000.0,Average
3791,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,600000.0,Average
3798,2010.0,3.0,2.0,2.0,2.0,1114.0,2.0,401000.0,Affordable
3810,2004.0,4.0,3.0,2.0,2.0,1760.0,2.0,440000.0,Average
3813,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,120000.0,Affordable
3822,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,55000.0,Affordable
3828,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,99000.0,Affordable
3829,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,38000.0,Affordable
3837,1997.0,2.0,2.0,2.0,2.0,1090.0,2.0,265000.0,Affordable
3839,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,275000.0,Affordable
3855,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,162000.0,Affordable
3864,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,33000.0,Affordable
3865,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,114900.0,Affordable
3879,2022.0,3.0,3.0,2.0,2.0,1658.0,2.0,477000.0,Average
3885,2008.0,4.0,2.0,2.0,2.0,1945.0,2.0,444999.0,Average
3893,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,15000.0,Affordable
3894,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,75000.0,Affordable
3900,2009.0,3.0,3.0,2.0,2.0,1592.0,2.0,523900.0,Average
3903,1986.0,3.0,2.0,2.0,2.0,1568.0,2.0,315000.0,Affordable
3909,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,1500.0,Affordable
3910,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,650000.0,Average
3912,2003.0,5.0,3.0,2.0,2.0,2688.0,2.0,445000.0,Average
3924,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,300000.0,Affordable
3934,1986.0,3.0,2.0,2.0,2.0,2740.0,2.0,625000.0,Average
3937,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,560000.0,Average
3941,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,29000.0,Affordable
3942,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,179000.0,Affordable
3949,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,380000.0,Affordable
3978,2006.0,4.0,3.0,2.0,2.0,2858.0,2.0,515000.0,Average
3985,1996.0,3.0,3.0,2.0,2.0,1920.0,2.0,385000.0,Affordable
3994,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,11384.0,Affordable
3996,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,148500.0,Affordable
4001,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,350000.0,Affordable
4017,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,250000.0,Affordable
4031,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,134750.0,Affordable
4065,2007.0,2.0,2.0,2.0,2.0,1164.0,2.0,439500.0,Average
4066,2005.0,2.0,2.0,2.0,2.0,1400.0,2.0,419000.0,Average
4068,2022.0,3.0,3.0,2.0,2.0,1547.0,2.0,424900.0,Average
4086,2020.0,3.0,2.0,2.0,2.0,2568.0,2.0,415500.0,Average
4097,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,110000.0,Affordable
4100,1995.0,3.0,2.0,2.0,2.0,1347.0,2.0,368000.0,Affordable
4105,1994.0,4.0,3.0,2.0,2.0,2636.0,2.0,499900.0,Average
4106,1996.0,3.0,2.0,2.0,2.0,1408.0,2.0,350000.0,Affordable
4107,1998.0,3.0,3.0,2.0,2.0,2110.0,2.0,515000.0,Average
4109,1990.0,3.0,3.0,2.0,2.0,2990.0,2.0,575000.0,Average
4118,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,65000.0,Affordable
4129,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,185000.0,Affordable
4136,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,195000.0,Affordable
4139,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,30000.0,Affordable
4144,1990.0,5.0,3.0,2.0,2.0,2012.0,2.0,580000.0,Average
4146,2010.0,3.0,2.0,2.0,2.0,2950.0,2.0,725000.0,Luxury
4151,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,55000.0,Affordable
4166,2007.0,3.0,2.0,2.0,2.0,1976.0,2.0,329000.0,Affordable
4170,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,30000.0,Affordable
4174,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,35000.0,Affordable
4180,2021.0,4.0,3.0,2.0,2.0,1918.0,2.0,499900.0,Average
4188,2014.0,3.0,3.0,2.0,2.0,1925.0,2.0,375000.0,Affordable
4190,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,75000.0,Affordable
4193,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,55000.0,Affordable
4210,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,349900.0,Affordable
4220,2016.0,3.0,3.0,2.0,2.0,1381.0,2.0,429900.0,Average
4233,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,159900.0,Affordable
4239,1993.0,3.0,3.0,2.0,2.0,2956.0,2.0,699500.0,Luxury
4243,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,185000.0,Affordable
4246,1999.0,5.0,3.0,2.0,2.0,2341.0,2.0,580000.0,Average
4247,2018.0,3.0,2.0,2.0,2.0,2858.0,2.0,615000.0,Average
4249,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,53340.0,Affordable
4255,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,85000.0,Affordable
4257,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,479000.0,Average
4273,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,160000.0,Affordable
4276,2020.0,3.0,3.0,2.0,2.0,1460.0,2.0,311500.0,Affordable
4299,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,325000.0,Affordable
4312,2019.0,4.0,2.0,2.0,2.0,1698.0,2.0,475000.0,Average
4313,1986.0,4.0,3.0,2.0,2.0,2440.0,2.0,520000.0,Average
4322,2016.0,4.0,2.0,2.0,2.0,1869.0,2.0,929000.0,Luxury
4328,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,399900.0,Affordable
4335,2021.0,3.0,3.0,2.0,2.0,1826.0,2.0,550000.0,Average
4347,1997.0,3.0,2.0,2.0,2.0,2766.0,2.0,460000.0,Average
4350,2021.0,3.0,2.0,2.0,2.0,1452.0,2.0,410000.0,Average
4355,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,400000.0,Affordable
4360,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,125000.0,Affordable
4380,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,235000.0,Affordable
4402,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,175000.0,Affordable
4411,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,52900.0,Affordable
4413,2021.0,3.0,3.0,2.0,2.0,1549.0,2.0,392700.0,Affordable
4430,2003.0,4.0,0.0,2.0,2.0,2400.0,2.0,179950.0,Affordable
